5.8
11.96
6.04
2.84
3.24
2.24
3.88
6.0
2.92
2.72
5.24
1.08
5.92
5.96
4.12
1.96
1.48
3.28
1.08
2.4
3.56
3.48
2.72
1.76
3.92
1.92
4.44
5.96
5.88
6.16
5.64
3.28
2.96
3.04
1.0
2.12
1.6
1.28
1.56
1.32
1.12
1.04
1.08
2.8
1.44
1.76
1.68
1.4
2.8
1.6
1.4
1.68
1.36
3.04
19.48
3.44
